S/N,HCP CODE,NAME,ADDRESS,TYPE OF SERVICE,LGA,STATE,
4939,OG/0185,Surgicare Consult,"Psalm 23, Oba Oluwa Road, GRA Housing Estate, Ibara, Abeokuta",,Abeokuta South,Ogun,
4940,OG/0186,O.G.M Hospital,"#5, Adenle str, off Akute-Ijoko Rd, Ogun State",,Ifo,Ogun,
4941,OG/0187,Strong Tower Hospital,"Oke Aro Road, Agbado",,Ifo,Ogun,
4942,OG/0188,Babcock University Medical Centre,Ilisan Remo,,Ikenne,Ogun,
4943,OG/0189,Otunba Tunwase National Paediatric Centre,"Shagamu-Benin Express Way, Ijebu-Ode","Primary, O & G, Paediatrics, Pharmacy, Laboratory",Odogbolu,Ogun,
4944,OG/0190,Ogunlade Hospital,"35 Olukokun Street, Ijebu Ode",,Ijebu Ode,Ogun,
4945,OG/0191,Queen's Hospital,"Poly Exp Road, Ilaro",,Egbado South,Ogun,
4946,OG/0192,Shirish Clinic,102 Joju Road Otta,,Ado Odo-Ota,Ogun,
4947,OG/0193,St. Joseph Catholic Hospital,"Oke-Agbo, Ijebu Igbo",,Ijebu North,Ogun,
4948,OG/0195,Comfort Clinic and Maternity,"3, Ganiyu Ayinla str, off Celetial ave, Ereko qtrs, Ibafo",,Obafemi/Owode,Ogun,
4949,OG/0196,Chirst The Saviour Medical Centre & Maternity,"12, Pipeline rd, off Ojodu-Akute rd, Alagbole, Ogun state",,Ifo,Ogun,
4950,OG/0197,Chiers Medical Centre,"2, Mabel Alake Adebiyi Close, Off Abeokuta Sports Club road, GRA, Ibara, Ogun State",,Abeokuta South,Ogun,
4951,OG/0199,Gooluck Hopsital & Maternity,"3, The Light Church Close, Mercy Estate, Asore-Akute",,Ifo,Ogun,
4952,OG/0200,St Albert Great Clinic,"Most Pure Heart of Mary Catholic Church Compound, Esure, Ijebu Mushin, Ogun State",,Ijebu East,Ogun,
4953,OG/0201,First Contact Hospital and Maternity,"33B, Kuto Road, Behind Yemi-Ola Executive Stores, Abeokuta, Ogun State",,Abeokuta South,Ogun,
4954,OG/0202,Abisola Medical Center,"3, Akinolugbade Rd, Ita Iyalode, Abeokuta",,Abeokuta North,Ogun,
4955,OG/0203,Ro’ona Hospital,"7, Bonojo Street, Ijebu- Ode, Ogun State.",,Ijebu Ode,Ogun,
4956,OG/0204,Peace of God Medical Centre,"75, Olusegun Osoba Rd, Oke-Ilewo Street (opp Access bank) Oke Ilewo, Abeokuta, Ogun State.",,Abeokuta North,Ogun,
4957,OS/0002,Samtad Pharmacy,"Kutupe-basse, Sabo Quarters, Ikire",Pharmacy,Ayedaade,Osun,
4958,OS/0003,Hope Medical Centre & Mat. Home,"Oyan Road, Ila-Orangun",,Ila,Osun,
4959,OS/0004,Olunife Hospital,Ile Ife,,Ife Central,Osun,
4960,OS/0005,Ilera-Loro Chemist,"44 Oluwa Sanmi Road, Sabo, Ile-Ife",Pharmacy,Ife Central,Osun,
4961,OS/0006,Trinity Medical Laboratory,"No.28 Obalun Street, Ile-Ife",Laboratory,Ife Central,Osun,
4962,OS/0009,Olive Medical Centre,Ilesha,,Ilesa East,Osun,
4963,OS/0010,Mojisola Medical Centre,"No.5 Bibilari Avenue,Oke-Omi Iru, Osogbo Rd, Ilesha",,Ilesa East,Osun,
4964,OS/0011,Kike Lomo Pharmacy,Ilesha,Pharmacy,Ilesa East,Osun,
4965,OS/0012,Fola Saveway Pharmacy,"Bi 91, Okesa Street, Opp. Ilesa Grammar Sch., Ilesha",Pharmacy,Ilesa East,Osun,
4966,OS/0013,Ibukun Oluwa Chemists,"A, 50, Sale Aje Street Ipetu modu",Pharmacy,Ife South,Osun,
4967,OS/0014,Klm Muslim Hospital,"Feesu Road, Iwo",,Iwo,Osun,
4968,OS/0015,Alan Pharmacy Nig. Ltd,"Ibadan Rd, Iwo",Pharmacy,Iwo,Osun,
4969,OS/0016,Ibukun Olu Hospital,"Obaagun, Osogbo",,Ifelodun,Osun,
4970,OS/0018,Biket Medical Centre,"Off Kuyi Square, Osogbo-Ikirun Road",,Olorunda,Osun,
4971,OS/0019,Adebare Specialist Hospital,Gbongan Road Osogbo,,Osogbo,Osun,
4972,OS/0021,Ladoke Akintola Teaching Hospital,Osogbo,,Osogbo,Osun,
4973,OS/0022,Abake Medical Centre,"Odiolowo, Osogbo",,Osogbo,Osun,
4974,OS/0023,Alpha P-Hospital,"24/26 Ayedun Street, Osogbo",,Olorunda,Osun,
4975,OS/0025,Arolabu Pharmacy,"21, Hospital Road, Osogbo",Pharmacy,Olorunda,Osun,
4976,OS/0026,Trust Medical Lab.,Osogbo,Laboratory,Osogbo,Osun,
4977,OS/0029,Fatima Pharmacy,"No.33, Akindeko Street, Off Alekuwodu Rd., Okefia Osogbo",Pharmacy,Osogbo,Osun,
4978,OS/0030,Ife Olu Chemist & Supermarket,"20 Alekuwodu Rd., Okefia Osogbo",Pharmacy,Osogbo,Osun,
4979,OS/0031,Tolu Betta Pharmacy & Supermarket Ltd.,41 Catholic Mission Road,Pharmacy,Osogbo,Osun,
4980,OS/0032,Damileye Pharmacy,"Opp. Coca-Cola Depot, Ogbongan Rd",Pharmacy,Osogbo,Osun,
4981,OS/0033,A.M. Pharmacy & Supermarket,"No.45 Matanmi Street, Oke Baale, Osogbo",Pharmacy,Osogbo,Osun,
4982,OS/0037,Oroki Hospital,"No. 32, Ayetoro Street, Old Ikirun Rd Osogbo",,Olorunda,Osun,
4983,OS/0040,Obafemi Awolowo Teaching Hospital,Ile-Ife/Ilesha,,Ife Central,Osun,
4984,OS/0041,Adenle Memorial Hospital,Ilesha,,Ilesa East,Osun,
4985,OS/0042,Adetola Pharmacy Ltd.,"No.7, Alafia Str. Off Aiye Toro Str., Osohbo",Pharmacy,Olorunda,Osun,
4986,OS/0049,Life Support Laboratory,Ilesha,Laboratory,Ilesa West,Osun,
4987,OS/0050,Obafemi Awolowo University Health Centre,"Ile-Ife, Osun State",,Ife Central,Osun,
4988,OS/0052,ECR MRS Ede,"Ede, Osun State",,Ede South,Osun,
4989,OS/0053,Onward Specialist Hospital,"Agunbelewo Ilobu Road, Oshogbo",,Olorunda,Osun,
4990,OS/0054,Modupe Medical Centre,"Oke Ola Apomu,Near Ayedaade Grammar School, Ikire, Osun State",,Isokan,Osun,
4991,OS/0056,Nikol Pharmacy,"KB New Ikirun Rd, Biket Hospital Junction Oshogbo, Osun State",Surgery,Olorunda,Osun,
4992,OS/0057,DSS Clinic,"Osogbo, Osun State",,Osogbo,Osun,
4993,OS/0058,"Police Clinics, Osun",Osun State,,Ede South,Osun,
4994,OS/0059,"Federal Polytechnic Medical Centre, Ede","Ede North, Osun State",,Ede North,Osun,
4995,OS/0061,Seventh Day Adventist Hospital,"LAGERE RD,ILE-IFE",,Ife Central,Osun,
4996,OS/0062,Our Lady of Fatima Catholic Hospital (Jaleyemi),"ODI-OLOWO,OSOGBO",,Osogbo,Osun,
4997,OS/0063,TITILOPE MEDICAL CENTRE,92A MORE OPP POLICE BARRACKS ILE IFE,,Ife East,Osun,
4998,OS/0064,ALAFIA HOSPITAL & MAT. HOME,"19 IREPODUN STR, ELEYELE ILE -IFE",,Ife Central,Osun,
4999,OS/0065,AL-AMEEN MEDICAL CENTRE,"OKE-BOLA , GBONGAN",,Ayedaade,Osun,
5000,OS/0066,Ronbay Hospital & Maternity,"TALAFIA IMAM STR, BEHIND FED. POLY EDE",,Ede South,Osun,
5001,OS/0067,Life Fountain Specialist Hospital,6 OLAFARE BIOBAKU STR. PARAKIN,,Ife Central,Osun,
5002,OS/0068,St. Victoria Specialist Hospital,"OPP NTA MOKURO RD, ILE-IFE",,Ife Central,Osun,
5003,OS/0069,GBONJUBOLA MEMORIAL HOSP.,2185 CAC IGBONNA OSOGBO,,Olorunda,Osun,
5004,OS/0070,EBENEZER SPECIALIST HOSP.,"17 STATION RD, OSOGBO",,Osogbo,Osun,
5005,OS/0071,BALM OF GILEAD SPEC. HOSPITAL,OKE-OPO GRA ILESHA,,Ilesa East,Osun,
5006,OS/0072,St. Jude's Hospital,"OFF FATIMA COLLEGE RD, LAAKOSIN IKIRE",,Irewole,Osun,
5007,OS/0073,ADEBOLA CHEMISTS,"113 ARUBIDI STR, ILE-IFE",Pharmacy,Ife East,Osun,
5008,OS/0077,JOSTAD CHEMISTS,"A2, EREJA SQUARE, RISAWE''S COMPOUND, ILESA",Pharmacy,Ilesa West,Osun,
5009,OS/0080,NIKOL PHARMACY,"KM 3 NEW IKIRUN RD, BIKET HOSP. JUNCTION OSOGBO",Pharmacy,Olorunda,Osun,
5010,OS/0081,OBA ADENLE MEM. HOSPITAL,"F C 7 OKE AYESO STR,","Surgery, O&G, Radiology, Pharmacy",Ilesa East,Osun,
5011,OS/0082,OROKI HOSPITAL,"27 CEMENTRY RD, IGBONNA OSOGBO",Radiology,Olorunda,Osun,
5012,OS/0085,SEVENTH DAY ADVENTIST HOSPITAL,"LAGARE RD, ILE-IFE","O&G, Paediatrics, Gen. Surgery, Physiotherapy, Radiology, laboratory,pharmacy,internal medicine ,ENT , ORTHOPAEDICS",Ife Central,Osun,
5013,OS/0087,ST. JUDE'S HOSPITAL,"OFF FATIMA COLLEGE RD LAAKOSUN, IKIRE","Pharmacy, Laboratory, Surgery,radiology, O&G",Irewole,Osun,
5014,OS/0088,Our Lady of Lourdes Catholic Hospital & Maternity,"Parde Road, Ipetumodu",,Ife North,Osun,
5015,OS/0089,Anu Oluwa Hospital,"Off Council Road, Isale Imole Area, Ilobu",,Olorunda,Osun,
5016,OS/0090,Victory Hospital,"1 Olumodan Deubi Camp, Iyalode Street off Feasu Road Iwo",O&G,Iwo,Osun,
5017,OS/0091,Morning Star Medical Centre,"4 Oyetunde Street, Alekuwodo, Osogbo",,Osogbo,Osun,
5018,OS/0092,Apex Medical Centre,"133 Ibadan Road, Ile Ife",,Ife Central,Osun,
5019,OS/0094,Oke-Ola Catholic Hospital,"Oke-Ola Apomu, Isokan District","Internal Medicine, O & G, General Surgery",Isokan,Osun,
5020,OS/0095,Labab Hospital,"8 Station Road, Inisha",,Odo-Otin,Osun,
5021,OS/0096,Bowen University Health Centre,Iwo,,Iwo,Osun,
5022,OS/0098,Demal Clinic,"# 30, Kola Adetunji Street, Oke Ijetu Ilesa Garage Area, Oshogbo",,Osogbo,Osun,
5023,OS/0099,Living Hope Hospital,"Parakin obalufe Layout, Osun state",,Ife Central,Osun,
5024,OS/0100,Anu-Olu Hospital and Maternity,"1, Alh Wahab Salami Str, Agip Area, Ede",,Ede South,Osun,
5025,OS/0101,Life care Nursinsin & Maternity Home,"Talafia Immam Street, Ede, Osun state.",,Ede North,Osun,
5026,OS/0102,Anu-Olu Hospital & maternity Home,"1, Alhaji Wahab Salami Street, Agip Area, Ede, Osun state",,Ede South,Osun,
5027,OS/0103,Spring Specialist Hospital,"126, Atimowa Junction,Old Ikirun Road, Oshogbo, Osun State",,Olorunda,Osun,
5028,OS/0104,Victory Hospital,"1, Olumodan Compound, Iyalode street, Off FEESU road, Iwo, Osun State",,Iwo,Osun,
5029,OS/0105,Okoye-Kola Hospital,"20, Hospital Road, Isale Agunjin Ikirun, Osun State.",,Ifelodun,Osun,
5030,OS/0106,Emmanuel Medical Centre,8 Deborah Oladogun Street Oshogbo,,Osogbo,Osun,
5031,OS/0107,Ayomide Women's Health Specialist Hospital,"30 Powerline, Ikirun Road, Osogbo, Osun State.",,Osogbo,Osun,
5032,OS/0108,Hamstring Specialist Hospital &Diagnostic Centre,"Plot 161, Iwo Road, after MTN offfice, Opposite Ghazal Holiday Inn, Dada Estate, Osogbo, Osun State.",,Egbedore,Osun,
5033,OS/0109,Titilope Medical Centre,"Jaleoyemi Street, Off Station Road, Ikirun, Osun State",,Ifelodun,Osun,
5034,OS/0110,Victory Point Hospital,"Ojoda New Town, Ile- idande, Osogbo, Osun State.",,Olorunda,Osun,
5035,OY/0001,University College Hospital,Ibadan,,Ibadan North,Oyo,
5036,OY/0003,Tobi Medical Centre Ltd.,"57/453 Felele Layout, Ibadan",,Ibadan North,Oyo,
5037,OY/0004,Molly Specialist Hospital,"18, Iwo Road Idiape Junction, Ibadan",,Ibadan North,Oyo,
5038,OY/0005,Badejoko Memorial Hospital,"Oremeji Mokola Opp. Premier, Hotel Junction, Ibadan",,Ibadan North,Oyo,
5039,OY/0006,Welfare Hospital Ltd.,"Old Ife Road Newgbagi, Market Area, Ibadan",,Ibadan North,Oyo,
5040,OY/0007,Gold Cross Medical Clinic,"36, Oje-Adeoye-Oje Road, Yemetu, Ibadan",,Ibadan North,Oyo,
5041,OY/0008,J. Rapha Hospital,"No. 6, Aare Avenue New Bodija, Ibadan",,Ibadan North,Oyo,
5042,OY/0009,Adeoye Memorial Specialist Hospital,"Nw/ 4/185 George Street, Ibadan",,Ibadan North,Oyo,
5043,OY/0010,Mobolaji Hospital,"43, Obafemi Awolowo Way, Oke-Bola, Ibadan",,Ibadan North,Oyo,
5044,OY/0011,Idi-Ape Medical Centre,"Plot 2 & 6, Afolabi Layout Idi-Ape, Ibadan",,Ibadan North,Oyo,
5045,OY/0012,Eyiolawi (Iyolawi) Memorial Hospital,"Opp. Islamic High School, Orita Bashanu, Ibadan",,Ibadan North,Oyo,
5046,OY/0013,St. Martinas Hospital Ltd.,"NW6/309 Akintola Road, Ekotedo, Ibadan, Oyo State",,Ibadan North,Oyo,
5047,OY/0014,Lanark Specialist Hospital,"Sw9/1423, State Hospital Road, Ring Road Area, Ibadan",,Ibadan North East,Oyo,
5048,OY/0015,Christus Special Hospital,"Zion Building, Kayode Obenbe, Crescent, New Ire Road, Ibadan",,Ibadan North,Oyo,
5049,OY/0017,Skyline Specialist Clinic,"Dugbe, Ibadan","Laboratory, O & G",Ibadan North East,Oyo,
5050,OY/0020,Alafia Medical Laboratory Services,"Premier Club Close, Owode, Oyo, Oyo State",Laboratory,Ibadan North,Oyo,
5051,OY/0028,Lade Hospital & Maternity,"SW 1171b Agege, Ibadan",,Ibadan South West,Oyo,
5052,OY/0029,Oluwaseyi Hospital,"SW9/337 Abeokuta Road, Ibadan",,Ibadan South West,Oyo,
5053,OY/0030,J.V.M. Hospital,"No. 26, Imalefalafia Street, Oke-Ado, Ibadan",,Ibadan South West,Oyo,
5054,OY/0031,The Vine Hospital & Maternity Centre,"Block 10 Plot 24, Alafin Avenue, Oluyole Extension, Ibadan",,Ibadan South West,Oyo,
5055,OY/0032,Oke-Ado Hospital,"SW7/217, Ibukun Olu Street, Oke Ado, Ibadan",,Ibadan South West,Oyo,
5056,OY/0033,Kings Hospital & Maternity Centre,"3A Shadeinde Street, Off, Anfani Road, Ring Road, Ibadan, Oyo State",,Ibadan South West,Oyo,
5057,OY/0034,Trinity Hospital (Nig) Ltd.,"84, Fajuyi Road Ekotedo Adamasingga, Ibadan, Oyo State",,Ibadan South West,Oyo,
5058,OY/0035,Femi Specialist Hospital,"7, Bcos Road Basorun, Ibadan",,Ibadan South West,Oyo,
5059,OY/0036,Teju Specialist Hospital Annex,"Oyo-Ogbomosho Road,Ibadan",,Ibadan South West,Oyo,
5060,OY/0039,Oke Ado Hospital,"SW4/217, Ibukun Olu Street, Eko-Tedo, Ibadan","O&G, Paediatrics, Gen. Surgery",Ibadan South West,Oyo,
5061,OY/0042,Kejide Specialist Hospital,"Sw 9/704a Elewure Str., Challenge, Ibadan",,Ibadan North,Oyo,
5062,OY/0043,Mak Clinic,"By Alma Guest House Junction, Opp. Nitel New Bodija, Ibadan",,Ibadan North,Oyo,
5063,OY/0044,Alafia Hospital,"Mokola, Ibadan",-,Ibadan North,Oyo,
5064,OY/0048,Biomedical Lab,Ibadan,Laboratory,Ibadan North,Oyo,
5065,OY/0050,State Hospital,Ibadan,"Gen Surgery, O & G, Pharmacy, Physiotherapy, Laboratory",Ibadan North,Oyo,
5066,OY/0051,Teju Specialist Hospital,"6 Alh. Animasaun Street, Ring Road, Ibadan",,Ibadan South-East,Oyo,
5067,OY/0052,Toun Memorial Specialist Hospital,"Km 1/2 New Life Road, Ibadan",,Ibadan South-East,Oyo,
5068,OY/0063,Dorji Hospital,"14, Avenue New Bodija, Ibadan",,Ibadan North,Oyo,
5069,OY/0064,Dorji Hospital & Maternity,"Abidokun Close Police Molete, Ibadan",,Ibadan South West,Oyo,
5070,OY/0065,Molly Specialist Hospital,"No.6, American Quarters Yidi, Ibadan",,Ibadan South West,Oyo,
5071,OY/0066,Metropolitan Specialist Hospital & Mat.,"Ibadan,",,Ibadan North,Oyo,
5072,OY/0067,Lad Medical Centre,"1 Lad Hospital Road, Beside Police Barracks, Orita Challenge, Ibadan",,Ibadan South West,Oyo,
5073,OY/0068,Al-Hayyu Hospital,"Saw-Mill Ife Road, Ibadan","Primary, General Surgery, Laboratory, Internal Medicine, Radiology",Ibadan North East,Oyo,
5074,OY/0069,Saint Christopher's Hospital,"10, Okeremi Street, Off Shobande Ave. Oremeji, Ibadan",,Ibadan North,Oyo,
5075,OY/0070,Asvon Hospital,"Km 11/4 Opp. New Gbagi Market, New Life Road, Ibadan",,Ibadan North East,Oyo,
5076,OY/0071,New Bodija Hospital Group,"3, Ayoola Drive, New Bodija, Ibadan",,Ibadan North,Oyo,
5077,OY/0072,Lafia Hospital,"Sw 9/960 Abeokuta Road, Apata, Ibadan",,Ibadan South West,Oyo,
5078,OY/0073,Fadebi Memorial Hospital,"Km 7, Iwo Road (Oki), Ibadan",,Ibadan North East,Oyo,
5079,OY/0074,Modupe Hospital,"Via Akinloye Oje Area, Ibadan",,Ibadan North East,Oyo,
5080,OY/0075,Medical Practitioners Services,"Mokola Roundabout, Ibadan",,Ibadan North,Oyo,
5081,OY/0076,Imperial Hospital,"Yemetu, Ibadan",,Ibadan North,Oyo,
5082,OY/0077,Beta-Life Hospital,"14, Popoola Yemoja Street, Off Awolowo Avenue, Oke Ado, Ibadan",,Ibadan South West,Oyo,
5083,OY/0078,Highland Specialist Hospital,"The House Of Hearing, Adeoyo Hospital Road, Yemetu, Ibadan",,Ibadan North,Oyo,
5084,OY/0079,St. Marys General Hospital,"Eleta, Ibadan, Oyo State",,Ibadan South West,Oyo,
5085,OY/0080,Dominic Hospital & Maternity,"7 Up Bus-Stop Monatani, Agodi, Ibadan",,Ibadan North East,Oyo,
5086,OY/0081,Skyline Specialist Clinic,"14, Olalekan Alabi Close, Off Abayomi Bus Stop, Iwo Road, Ibadan, Oyo State",,Ibadan North,Oyo,
5087,OY/0082,Jola-Olu Specialist Clinic,"15, Old Ife Road Yidi Gate, Ibadan",,Ibadan North East,Oyo,
5088,OY/0083,Baptist Hospital,"Oyo, Ibadan",,Oyo West,Oyo,
5089,OY/0084,Fiditi General Hospital,"Yemoja Area, Fiditi",,Afijio,Oyo,
5090,OY/0085,Florence Hospital,"Near Co-Operative Building, Oja-Igbo, Ogbomosho",,Ogbomoso South,Oyo,
5091,OY/0086,Oyin Specialist Hospital,"Airport Road, Ibadan",,Ibadan North,Oyo,
5092,OY/0088,Giftrolab,"Yemetu N/4263B, Adeoye Road, beside Mobil Petrol Station",Laboratory,Ibadan North,Oyo,
5093,OY/0090,Emma Laboratory,"Lateef Afolabi House, Behind BZN Petrol Station, Oyo.",Laboratory,Ibadan North West,Oyo,
5094,OY/0091,Molkin Pharmacy,"SW7/38, Oke-Bola",Pharmacy,Ibadan South West,Oyo,
5095,OY/0092,Kamy Pharmacy,"NW4/183, George street, Odi-Ora Eko Tedo",Pharmacy,Ibadan North,Oyo,
5096,OY/0093,Bimot Pharmacy (Nig),"No.4, Ojo Ikolaba Street, Ikolaba",Pharmacy,Ibadan North,Oyo,
5097,OY/0094,Shekinah Glory Pharmacy,"Ibadan, Oyo State.",Pharmacy,Ibadan North,Oyo,
5098,OY/0095,Good-All Pharmacy,"Opp. NEPA, Ibadan-Ogbomoso",Pharmacy,Ibadan North East,Oyo,
5099,OY/0096,Layis Pharmacy,"Oke-Ado, Sabo, Ogbomoso, baptist Medical Centre, Ogbomoso",Pharmacy,Ogbomoso South,Oyo,
5100,OY/0097,Kavillne Pharmacy,"Apake, Ilorin, Ogbomoso",Pharmacy,Ogbomoso South,Oyo,
5101,OY/0100,Anifo-Medik Int. Ltd,"11, Ekotedo Iya-Olobe street",Laboratory,Ibadan North,Oyo,
5102,OY/0101,Ultimate Medical Diagnostic Lab.,"Oare Ofe Commercial Complex, Opp. Jidex Industries, Apata Du",Laboratory,Ibadan South West,Oyo,
5103,OY/0102,Topmed laboratory Services,"Plot 10, balogun Kobomoje Street, Near 'D' Ravans, Ring Road",Laboratory,Ibadan South West,Oyo,
5104,OY/0103,Confidence med. Diag. Centre,"13, Poly Road, Sango",Laboratory,Ibadan North,Oyo,
5105,OY/0104,ACE Lab. Med. Diag. Centre,"114/742A Yemetu Market, Adeoye Street",Laboratory,Ibadan North,Oyo,
5106,OY/0105,Breeze Diag. Medical Lab. Centre,"2, W.O. Lawal Str., Opp. NEPA Zonal Hqrs, Ring Road",Laboratory,Ibadan South West,Oyo,
5107,OY/0106,Search Med. Diag. Centre Ltd,"238, Obafemi Awolowo Way, Opp. UMC",Laboratory,Ibadan North,Oyo,
5108,OY/0107,City Med. Lab. Services,"SW7/59, Lagos Bye Pass, Oke Ado, Ibadan",Laboratory,Ibadan South West,Oyo,
5109,OY/0110,University College Hospital,Ibadan,"Radiology,Pharmacy,Laboratory, Ophthalmology, Physiotherapy",Ibadan North,Oyo,
5110,OY/0117,Gamma Laboratories,"Mokola, Ibadan",Laboratory,Ibadan North,Oyo,
5111,OY/0118,Milestone Biomedical Lab.,"No. 10, Post Office Rd, Agbowo, Opp Afribank, Ibadan",Laboratory,Ibadan North,Oyo,
5112,OY/0122,Ireti Oluwa Hospital,"Apake Area Ogbomosho, Ibadan",,Ogbomoso South,Oyo,
5113,OY/0127,Ayodele Physiotherapy Clinic,"100, Adegoke Adelabu Way, Yermetu Ibadan",Pysiotherapy,Ibadan North,Oyo,
5114,OY/0128,M-Phasis Physiotherapy & Fitness Clinic,"40, Awolowo Avenue Old Bodija Estate, Ibadan",Physiotherapy,Ibadan North,Oyo,
5115,OY/0129,Raf Dental Clinic Teju Specialist Hospital,"No.6, Alhaji Animashawa Street, Ajaigbe B/Stop, Ibadan",Dental,Ibadan South West,Oyo,
5116,OY/0130,Two Tees X-Ray Centre,"No. 4/460, Aladorin Street Yemetu, Ibadan",Radiology,Ibadan North,Oyo,
5117,OY/0131,Oluwaseun Physiotheraphy Clinic,"9, Sanda Street Molete, Ibadan",Physiotherapy,Ibadan North,Oyo,
5118,OY/0132,Modot Dental Clinic,"Uncle Joe Building Oyo Road, Mokola, Ibadan",Dental,Ibadan North,Oyo,
5119,OY/0134,Tos Dental Clinic,"53, Oyo Road, Ibadan",Dental,Ibadan South West,Oyo,
5120,OY/0137,Lafia Hospital,"Apata, Ibadan","Radiology, O&G, Laboratory",Ibadan South West,Oyo,
5121,OY/0139,Oluyole Chemist,"NW7/555, Eleyele, Ibadan",Pharmacy,Ibadan North,Oyo,
5122,OY/0140,Babmor Pharmacy,"30, Oyo Road, Agbowo-Ibadan",Pharmacy,Ibadan North,Oyo,
5123,OY/0141,Radomak Pharmacy,"Ogbomosho, Ibadan",Pharmacy,Ogbomoso South,Oyo,
5124,OY/0142,Bamulot Pharmacy & Stores,"Opp. New Gbagi Market, Old Ife Road, Ibadan",Pharmacy,Ibadan South West,Oyo,
5125,OY/0143,Skybond Pharmacy L td.,"Liberty Junction, Oke-Ado, Ibadan",Pharmacy,Ibadan South West,Oyo,
5126,OY/0144,Okay Pharmacy & Stores,"Agbowo Shopping Complex, Opp. U.I. Ibadan",Pharmacy,Ibadan North,Oyo,
5127,OY/0145,Pharmalot Ltd.,"Unit 3, Exescee Shopping Complex, Bode Wasinmi, Ibadan",Pharmacy,Ibadan North,Oyo,
5128,OY/0146,Doksy Pharmacy,"Gbaremun Market Poly Road, Ibadan",Pharmacy,Ibadan North,Oyo,
5129,OY/0147,Pharmart Ltd.,"8, Adegoke Adelabu, Shopping Complex, Orita Challenge, Ibada",Pharmacy,Ibadan South West,Oyo,
5130,OY/0148,Glolade Pharmacy Ltd.,"Ojoo T. Junction, Ibadan",Pharmacy,Ibadan North,Oyo,
5131,OY/0149,Tanike Pharmacy Ltd.,"Opp. Texaco Petrol Station, Monatan, Ibadan",Pharmacy,Ibadan North,Oyo,
5132,OY/0150,Funmac Pharmacy,"Oluyole Estate Junction, Ring Road, Ibadan",Pharmacy,Ibadan South West,Oyo,
5133,OY/0151,Fadey Allamnda Pharmacy,"E9/912 Abayomi Iwo Road, Ibadan",Pharmacy,Ibadan North,Oyo,
5134,OY/0152,Nubifal Pharmacy & Stores Ltd,"1, Bamigbola Avenue Ashi, Ibadan",Pharmacy,Ibadan North,Oyo,
5135,OY/0153,Trumed Ltd.,"SW9/1427, New Adeoyo Rd., Ring Road, Ibadan",Pharmacy,Ibadan South West,Oyo,
5136,OY/0154,Dura Rap Pharmacy,"Akobo, Ibadan",Pharmacy,Ibadan North,Oyo,
5137,OY/0155,New Chalom Pharmacy,"Ojoo, Ibadan",Pharmacy,Ibadan North,Oyo,
5138,OY/0156,Modupebum Pharm. & Stores,"New Adeoyo Road, Ring Road, Ibadan",Pharmacy,Ibadan South West,Oyo,
5139,OY/0157,Boset (Nig) Ltd.,"SW9/159B Abeokuta Road, Apata, Ibadan",Pharmacy,Ibadan South West,Oyo,
5140,OY/0158,Jafo Pharmaceuticals Ltd.,"4, Lalehin Estate, Oyo Road, Ojoo, Ibadan, Oyo State",Pharmacy,Ibadan North,Oyo,
5141,OY/0159,Gaal Pharmaceutical Shop,"3, Hamdu Ajibade Complex, Agodi Gate, Ibadan",Pharmacy,Ibadan North,Oyo,
5142,OY/0160,Tellade Pharmacy & Stores,"Alhaji Alabi Shopping Complex, Molete-Junction, Ibadan, Oyo State",Pharmacy,Ibadan North,Oyo,
5143,OY/0161,Tabon Pharmacy & Stores,"69, Idi-Odo Challenge, Ibadan",Pharmacy,Ibadan South West,Oyo,
5144,OY/0164,DSS Clinic,"Ibadan, Oyo State",,Ibadan South West,Oyo,
5145,OY/0165,2 Div Hospital,"Adekunle Fajuyi Cantonment, Ibadan",,Ibadan North,Oyo,
5146,OY/0166,NAF Medical Centre,NAF Air Force Comp Sec. Sch. Ibadan,,Ibadan North,Oyo,
5147,OY/0167,Muslim Hospital,"Afote Road, Shaki",,Saki West,Oyo,
5148,OY/0170,Folasis Pharmacy Ltd,"57/44b, Elewura Bus Stop, Challenge, Ibadan Oyo State",Pharmacy,Ibadan South West,Oyo,
5149,OY/0171,"Soat Pharmacy Ltd.,","4, Oba Abimbola Road, Felele, Ibadan, Oyo State",Pharmacy,Ibadan South West,Oyo,
5150,OY/0172,Ireti Oluwa Hospital,"Kajola Saw-Mill, Apake, Ogbomosho",,Ogbomoso North,Oyo,
5151,OY/0173,"General Hospital, Iseyin","Iseyin, Oyo State.",,Iseyin,Oyo,
5152,OY/0174,Our Lady Catholic Hospital,"Iseyin, Oyo State.",,Iseyin,Oyo,
5153,OY/0175,Adeoyo Maternity Hospital,"Yemetu Road, Ibadan.",,Ibadan North,Oyo,
5154,OY/0176,Ring Road Hospital,"Ring Road, Ibadan",,Ibadan South West,Oyo,
5155,OY/0177,Jerico General Hospital,"Magazine Road, Jerico, Ibadan.",,Ibadan North,Oyo,
5156,OY/0178,"State Hospital, Oyo","Oyo, Oyo State",,Oyo West,Oyo,
5157,OY/0179,"State Hospital, Ogbomoso","Ogbomosho, Oyo State.",,Ogbomoso South,Oyo,
5158,OY/0180,Oni Memorial Children Hospital,"Ring Road, Ibadan",,Ibadan South West,Oyo,
5159,OY/0182,"State Hospital, Saki","Saki, Sango Road, Ibadan, Oyo State",,Saki West,Oyo,
